DeploymentYear,total.spring,total.nov,total.dec,total.jan,total.feb,total.mar
ABMI-1362-SW_2016,78,0,0,0,0,27
ABMI-1363-NE_2016,78,0,0,0,0,28
ABMI-1363-NW_2016,78,0,0,0,0,28
ABMI-1363-SE_2016,78,0,0,0,0,28
ABMI-1363-SW_2016,78,0,0,0,0,28
ABMI-1364-NE_2016,78,0,0,0,0,30
ABMI-1364-NW_2016,78,0,0,0,0,30
ABMI-1364-SE_2016,78,0,0,0,0,30
ABMI-1364-SW_2016,13,0,0,0,0,30
ABMI-1368-NE_2015,78,0,0,0,0,14
ABMI-1368-NW_2015,78,0,0,0,0,14
ABMI-1368-SE_2015,78,0,0,0,0,14
ABMI-1368-SW_2015,78,0,0,0,0,14
ABMI-1369-NE_2015,41,0,0,0,0,15
ABMI-1369-NW_2015,78,0,0,0,0,15
ABMI-1369-SE_2015,78,0,0,0,0,15
ABMI-1369-SW_2015,78,0,0,0,0,15
ABMI-1381-NE_2017,78,0,0,0,1,31
ABMI-1381-NW_2017,78,0,0,0,1,31
ABMI-1381-SE_2017,78,0,0,0,0,31
ABMI-1381-SW_2017,78,0,0,0,0,31
ABMI-1382-NE_2017,78,0,0,0,0,31
ABMI-1382-NW_2017,78,0,0,0,0,31
ABMI-1382-SE_2017,0,0,0,0,0,27
ABMI-1382-SW_2017,78,0,0,0,0,31
ABMI-1383-NE_2017,37,0,0,0,0,30
ABMI-1383-NW_2017,78,0,0,0,0,30
ABMI-1383-SE_2017,78,0,0,0,0,30
ABMI-1383-SW_2017,78,0,0,0,0,30
ABMI-1384-NE_2018,78,0,12,31,28,31
ABMI-1384-SW_2018,78,0,12,31,28,31
ABMI-1385-NE_2018,78,0,0,20,28,31
ABMI-1385-SW_2018,78,0,0,21,28,31
ABMI-1387-NE_2016,78,0,0,0,0,7
ABMI-1387-NW_2016,78,0,0,0,0,7
ABMI-1387-SE_2016,78,0,0,0,0,6
ABMI-1387-SW_2016,78,0,0,0,0,6
ABMI-1388B-NE_2016,78,0,0,0,0,28
ABMI-1388B-NW_2016,78,0,0,0,0,28
ABMI-1388B-SE_2016,78,0,0,0,0,29
ABMI-1388B-SW_2016,78,0,0,0,0,29
ABMI-1389-NE_2016,78,0,0,0,0,29
ABMI-1389-NW_2016,78,0,0,0,0,29
ABMI-1389-SE_2016,78,0,0,0,0,29
ABMI-1389-SW_2016,78,0,0,0,0,29
ABMI-1393-NE_2015,78,0,0,0,0,13
ABMI-1393-NW_2015,78,0,0,0,0,13
ABMI-1393-SE_2015,78,0,0,0,0,13
ABMI-1394-NE_2015,75,0,0,0,0,17
ABMI-1394-NW_2015,78,0,0,0,0,17
ABMI-1394-SE_2015,78,0,0,0,0,17
ABMI-1394-SW_2015,78,0,0,0,0,17
ABMI-1395-NE_2015,78,0,0,0,0,16
ABMI-1395-NW_2015,78,0,0,0,0,16
ABMI-1395-SE_2015,78,0,0,0,0,16
ABMI-1395-SW_2015,78,0,0,0,0,16
ABMI-13-NE_2015,78,0,0,0,0,21
ABMI-13-NW_2015,78,0,0,0,0,21
ABMI-13-SE_2015,78,0,0,0,0,21
ABMI-13-SW_2015,78,0,0,0,0,21
ABMI-1405B-NE_2017,78,0,0,0,0,2
ABMI-1405B-NW_2017,78,0,0,0,0,2
ABMI-1405B-SE_2017,78,0,0,0,0,2
ABMI-1405B-SW_2017,78,0,0,0,0,2
ABMI-1406-NW_2017,78,0,0,0,0,28
ABMI-1406-SW_2017,5,0,0,0,0,28
ABMI-1407-NE_2017,78,0,0,0,0,11
ABMI-1407-NW_2017,78,0,0,0,0,11
ABMI-1407-SE_2017,78,0,0,0,0,11
ABMI-1407-SW_2017,78,0,0,0,0,11
ABMI-1408-NE_2018,78,0,0,20,28,31
ABMI-1408-SW_2018,78,0,0,20,28,31
ABMI-1409-NE_2018,78,0,0,20,28,31
ABMI-1409-SW_2018,78,0,0,20,28,31
ABMI-1410-NE_2018,31,0,12,31,28,31
ABMI-1410-SW_2018,78,0,12,31,28,31
ABMI-1411-NE_2016,34,0,0,0,0,8
ABMI-1411-NE-b_2016,45,0,0,0,0,0
ABMI-1411-NW_2016,34,0,0,0,0,7
ABMI-1411-NW-b_2016,45,0,0,0,0,0
ABMI-1411-SE_2016,34,0,0,0,0,8
ABMI-1411-SE-b_2016,45,0,0,0,0,0
ABMI-1411-SW_2016,34,0,0,0,0,7
ABMI-1411-SW-b_2016,45,0,0,0,0,0
ABMI-1412-NE_2016,35,0,0,0,0,9
ABMI-1412-NW_2016,62,0,0,0,0,9
ABMI-1412-SE_2016,59,0,0,0,0,9
ABMI-1412-SW_2016,56,0,0,0,0,9
ABMI-1413-NE_2016,68,0,0,0,0,8
ABMI-1413-NW_2016,72,0,0,0,0,8
ABMI-1413-SE_2016,78,0,0,0,0,8
ABMI-1413-SW_2016,78,0,0,0,0,8
ABMI-1417-NE_2015,78,0,0,0,0,17
ABMI-1417-NW_2015,78,0,0,0,0,17
ABMI-1417-SE_2015,78,0,0,0,0,17
ABMI-1417-SW_2015,78,0,0,0,0,17
ABMI-1418-NE_2015,78,0,0,0,0,15
ABMI-1418-NW_2015,78,0,0,0,0,15
ABMI-1418-SE_2015,78,0,0,0,0,15
ABMI-1418-SW_2015,78,0,0,0,0,15
ABMI-1419-NE_2015,78,0,0,0,0,15
ABMI-1419-NE-b_2015,78,0,0,0,0,1
ABMI-1419-NW_2015,78,0,0,0,0,16
ABMI-1419-NW-b_2015,78,0,0,0,0,1
ABMI-1419-SE_2015,78,0,0,0,0,15
ABMI-1419-SW_2015,78,0,0,0,0,16
ABMI-1420-NE_2017,78,0,0,10,28,31
ABMI-1420-NW_2017,78,0,0,10,28,31
ABMI-1420-SE_2017,78,0,0,10,28,31
ABMI-1420-SW_2017,78,0,0,10,28,31
ABMI-1422-NW_2018,0,21,0,0,0,0
ABMI-1422-SE_2018,44,30,31,31,28,31
ABMI-1422-SW_2018,0,30,31,31,28,9
ABMI-1423-NE_2018,78,30,31,31,28,31
ABMI-1423-SE_2018,78,30,31,31,28,31
ABMI-1423-SW_2018,78,30,31,31,28,31
ABMI-1424-NE_2017,78,0,0,0,1,31
ABMI-1424-NW_2017,78,0,0,0,1,31
ABMI-1424-SE_2017,78,0,0,0,1,31
ABMI-1424-SW_2017,78,0,0,0,1,31
ABMI-1425-NE_2017,78,0,0,0,0,27
ABMI-1425-NW_2017,78,0,0,0,0,27
ABMI-1425-SE_2017,78,0,0,0,0,27
ABMI-1425-SW_2017,78,0,0,0,0,27
ABMI-1426-NE_2017,78,0,0,0,0,25
ABMI-1426-NW_2017,78,0,0,0,0,26
ABMI-1426-SE_2017,78,0,0,0,0,25
ABMI-1426-SW_2017,78,0,0,0,0,25
ABMI-1427-NE_2017,78,0,0,0,0,28
ABMI-1427-NW_2017,78,0,0,0,0,28
ABMI-1427-SE_2017,78,0,0,0,0,28
ABMI-1427-SW_2017,78,0,0,0,0,28
ABMI-1428-NE_2016,78,0,0,0,0,31
ABMI-1428-NW_2016,78,0,0,0,0,30
ABMI-1428-SE_2016,78,0,0,0,0,30
ABMI-1428-SW_2016,78,0,0,0,0,30
ABMI-1429-NE_2016,78,0,0,0,0,31
ABMI-1429-NW_2016,78,0,0,0,0,31
ABMI-1429-SE_2016,28,0,0,0,0,31
ABMI-1429-SW_2016,78,0,0,0,0,31
ABMI-1430-NE_2016,78,0,0,0,0,31
ABMI-1430-NW_2016,78,0,0,0,1,31
ABMI-1430-SE_2016,78,0,0,0,0,31
ABMI-1430-SW_2016,78,0,0,0,1,31
ABMI-1431-NE_2018,78,0,0,0,24,31
ABMI-1431-SW_2018,78,0,0,0,24,31
ABMI-1432-NE_2018,78,0,0,9,28,31
ABMI-1432-SW_2018,78,0,0,9,28,31
ABMI-1433-NE_2018,78,0,0,0,24,31
ABMI-1433-SW_2018,78,0,0,0,24,31
ABMI-1434-NE_2015,78,0,0,0,0,29
ABMI-1434-NW_2015,78,0,0,0,0,29
ABMI-1434-SE_2015,78,0,0,0,0,29
ABMI-1434-SW_2015,78,0,0,0,0,29
ABMI-1435-NE_2015,78,0,0,0,0,28
ABMI-1435-NW_2015,78,0,0,0,0,29
ABMI-1435-SE_2015,78,0,0,0,0,29
ABMI-1435-SW_2015,78,0,0,0,0,29
ABMI-1436-NE_2015,78,0,0,0,0,28
ABMI-1436-NW_2015,78,0,0,0,0,28
ABMI-1436-SE_2015,78,0,0,0,0,28
ABMI-1436-SW_2015,78,0,0,0,0,28
ABMI-1437-NE_2017,78,0,0,0,28,31
ABMI-1437-NW_2017,78,0,0,1,28,31
ABMI-1437-SE_2017,78,0,0,0,28,31
ABMI-1437-SW_2017,78,0,0,1,28,31
ABMI-1438-NE_2017,78,0,0,0,26,31
ABMI-1438-NW_2017,78,0,0,0,26,31
ABMI-1438-SE_2017,78,0,0,0,26,31
ABMI-1438-SW_2017,78,0,0,0,26,31
ABMI-1439-NE_2017,78,0,0,0,0,15
ABMI-1439-NW_2017,62,0,0,0,0,15
ABMI-1440-NE_2018,78,0,0,0,9,31
ABMI-1440-SW_2018,78,0,0,0,9,31
ABMI-1441-NE_2018,78,0,0,0,8,31
ABMI-1441-SW_2018,78,0,0,0,8,31
ABMI-1442-NE_2018,78,0,0,0,7,31
ABMI-1442-SW_2018,78,0,0,0,7,31
ABMI-1443-NE_2016,78,0,0,0,9,31
ABMI-1443-NW_2016,78,0,0,0,9,31
ABMI-1443-SE_2016,38,0,0,0,9,31
ABMI-1443-SW_2016,78,0,0,0,9,31
ABMI-1444-NE_2018,0,30,31,31,28,14
ABMI-1444-NW_2018,78,30,31,31,28,31
ABMI-1444-SE_2018,0,30,31,11,0,0
ABMI-1444-SW_2018,0,30,31,31,6,0
ABMI-1445-NE_2018,0,18,0,0,0,0
ABMI-1445-NW_2018,78,30,31,31,28,31
ABMI-1445-SW_2018,78,30,31,31,28,31
ABMI-1446-NE_2018,78,30,31,31,28,31
ABMI-1446-NW_2018,0,21,0,0,0,0
ABMI-1446-SE_2018,78,30,31,31,28,31
ABMI-1446-SW_2018,71,30,31,31,28,31
ABMI-1447-NE_2017,78,0,19,31,28,31
ABMI-1447-NW_2017,78,0,19,31,28,31
ABMI-1447-SE_2017,78,0,19,31,28,31
ABMI-1448-NE_2017,78,0,0,0,0,30
ABMI-1448-NW_2017,78,0,0,0,0,30
ABMI-1448-SE_2017,78,0,0,0,0,30
ABMI-1448-SW_2017,78,0,0,0,0,30
ABMI-1449-NE_2018,78,0,0,0,0,28
ABMI-1449-NW_2018,78,0,0,0,0,28
ABMI-1449-SE_2018,78,0,0,0,0,28
ABMI-1450-NE_2016,70,0,0,0,0,30
ABMI-1450-NW_2016,78,0,0,0,0,30
ABMI-1450-SE_2016,78,0,0,0,0,29
ABMI-1450-SW_2016,78,0,0,0,0,30
ABMI-1451-NE_2016,78,0,0,0,0,29
ABMI-1451-NW_2016,78,0,0,0,0,29
ABMI-1451-SE_2016,78,0,0,0,0,29
ABMI-1451-SW_2016,78,0,0,0,0,29
ABMI-1452B-NE_2016,78,0,0,0,0,11
ABMI-1452B-NW_2016,78,0,0,0,0,11
ABMI-1452B-SE_2016,78,0,0,0,0,11
ABMI-1452B-SW_2016,78,0,0,0,0,11
ABMI-1453-NE_2018,0,0,0,0,4,0
ABMI-1453-SW_2018,78,0,0,0,23,31
ABMI-1454-NE_2018,78,0,0,0,0,6
ABMI-1454-SW_2018,78,0,0,0,0,6
ABMI-1456-NE_2015,78,0,0,0,0,27
ABMI-1457-NE_2015,78,0,0,0,0,26
ABMI-1457-NW_2015,78,0,0,0,0,26
ABMI-1457-SE_2015,78,0,0,0,0,26
ABMI-1457-SW_2015,78,0,0,0,0,26
ABMI-1458-NE_2015,78,0,0,0,0,25
ABMI-1458-NW_2015,78,0,0,0,0,25
ABMI-1458-SE_2015,78,0,0,0,0,25
ABMI-1458-SW_2015,78,0,0,0,0,25
ABMI-1459-NE_2017,78,0,0,1,28,31
ABMI-1459-NW_2017,78,0,0,1,28,31
ABMI-1459-SE_2017,78,0,0,1,28,31
ABMI-1459-SW_2017,78,0,0,1,28,31
ABMI-1460-NE_2017,78,0,0,0,0,14
ABMI-1460-NW_2017,78,0,0,0,0,14
ABMI-1460-SE_2017,78,0,0,0,0,14
ABMI-1460-SW_2017,78,0,0,0,0,14
ABMI-1461-NE_2017,0,0,0,0,27,2
ABMI-1461-NW_2017,0,0,0,0,17,0
ABMI-1461-SE_2017,78,0,0,0,27,31
ABMI-1461-SW_2017,78,0,0,0,27,31
ABMI-1462-NE_2018,78,0,0,0,6,31
ABMI-1462-SW_2018,78,0,0,0,6,31
ABMI-1463-NE_2018,78,0,0,0,4,31
ABMI-1463-SW_2018,78,0,0,0,4,31
ABMI-1464-NE_2018,78,0,0,0,5,31
ABMI-1464-SW_2018,78,0,0,0,5,31
ABMI-1465-NE_2016,78,0,0,0,11,31
ABMI-1465-NW_2016,54,0,0,0,11,31
ABMI-1465-SE_2016,78,0,0,0,10,31
ABMI-1465-SW_2016,78,0,0,0,11,31
ABMI-1466-NE_2017,78,0,0,0,0,31
ABMI-1466-NW_2017,78,0,0,0,0,31
ABMI-1466-SE_2017,78,0,0,0,0,31
ABMI-1466-SW_2017,78,0,0,0,0,31
ABMI-1467-NE_2017,0,0,0,0,0,22
ABMI-1467-NW_2017,78,0,0,0,0,31
ABMI-1467-SE_2017,78,0,0,0,0,31
ABMI-1467-SW_2017,78,0,0,0,0,31
ABMI-1468-NE_2018,78,30,31,31,28,31
ABMI-1468-NW_2018,78,30,31,31,28,31
ABMI-1468-SE_2018,0,18,0,0,0,0
ABMI-1468-SW_2018,0,24,0,0,0,0
ABMI-1469-NE_2018,0,0,0,0,0,17
ABMI-1469-NW_2018,42,0,0,0,0,25
ABMI-1469-SE_2018,78,0,0,0,0,25
ABMI-1470-NE_2017,78,0,0,0,0,26
ABMI-1470-NW_2017,15,0,0,0,0,26
ABMI-1470-SE_2017,78,0,0,0,0,26
ABMI-1470-SW_2017,78,0,0,0,0,26
ABMI-1471-NE_2016,78,0,0,0,0,28
ABMI-1471-NW_2016,78,0,0,0,0,28
ABMI-1471-SE_2016,78,0,0,0,0,28
ABMI-1471-SW_2016,78,0,0,0,0,28
ABMI-1472-NE_2016,2,0,0,0,0,28
ABMI-1472-SE_2016,44,0,0,0,0,28
ABMI-1472-SW_2016,78,0,0,0,0,28
ABMI-1473-NE_2016,78,0,0,0,0,27
ABMI-1473-NW_2016,78,0,0,0,0,27
ABMI-1473-SE_2016,78,0,0,0,0,27
ABMI-1473-SW_2016,78,0,0,0,0,27
ABMI-1474-NE_2018,78,0,0,0,0,5
ABMI-1474-SW_2018,78,0,0,0,0,5
ABMI-1475-NE_2018,78,0,0,0,0,5
ABMI-1475-SW_2018,78,0,0,0,0,5
ABMI-1477-NE_2015,78,0,0,0,0,27
ABMI-1477-NW_2015,78,0,0,0,0,27
ABMI-1477-SE_2015,78,0,0,0,0,27
ABMI-1477-SW_2015,78,0,0,0,0,27
ABMI-1478-NE_2015,78,0,0,0,0,26
ABMI-1478-NW_2015,78,0,0,0,0,26
ABMI-1478-SE_2015,78,0,0,0,0,26
ABMI-1478-SW_2015,78,0,0,0,0,26
ABMI-1479-NE_2015,61,0,0,0,0,30
ABMI-1479-NW_2015,78,0,0,0,0,30
ABMI-1479-NW-b_2015,1,0,0,0,0,0
ABMI-1479-SE_2015,78,0,0,0,0,30
ABMI-1479-SW_2015,19,0,0,0,0,30
ABMI-1480-NE_2017,78,0,0,0,28,31
ABMI-1480-NW_2017,7,0,0,0,28,31
ABMI-1480-SE_2017,78,0,0,0,28,31
ABMI-1480-SW_2017,78,0,0,0,28,31
ABMI-1481-NE_2017,78,0,0,0,0,16
ABMI-1481-NW_2017,78,0,0,0,0,16
ABMI-1481-SE_2017,78,0,0,0,0,16
ABMI-1481-SW_2017,78,0,0,0,0,16
ABMI-1482-NE_2017,78,0,0,0,26,31
ABMI-1482-NW_2017,78,0,0,0,26,31
ABMI-1482-SE_2017,78,0,0,0,26,31
ABMI-1482-SW_2017,78,0,0,0,26,31
ABMI-1486-NE_2016,78,0,0,0,10,31
ABMI-1486-NW_2016,51,0,0,0,10,31
ABMI-1486-SE_2016,78,0,0,0,10,31
ABMI-1486-SW_2016,59,0,0,0,10,31
ABMI-1491-NE_2015,78,0,0,0,0,26
ABMI-1491-NW_2015,78,0,0,0,0,26
ABMI-1491-SE_2015,78,0,0,0,0,26
ABMI-1491-SW_2015,78,0,0,0,0,26
ABMI-1492-NE_2015,78,0,0,0,0,25
ABMI-1492-NW_2015,78,0,0,0,0,25
ABMI-1492-SE_2015,78,0,0,0,0,25
ABMI-1492-SW_2015,78,0,0,0,0,25
ABMI-1493B-NE_2015,78,0,0,0,0,24
ABMI-1493B-NW_2015,78,0,0,0,0,24
ABMI-1493B-SE_2015,78,0,0,0,0,24
ABMI-1493B-SW_2015,78,0,0,0,0,24
ABMI-1494-NE_2017,78,0,0,13,28,31
ABMI-1494-NW_2017,78,0,17,31,28,31
ABMI-1494-SE_2017,78,0,0,13,28,31
ABMI-1494-SW_2017,78,0,0,13,28,31
ABMI-1495B-NE_2017,78,0,0,0,0,17
ABMI-1495B-NW_2017,78,0,0,0,0,17
ABMI-1495B-SE_2017,78,0,0,0,0,17
ABMI-1495B-SW_2017,78,0,0,0,0,17
ABMI-1496-NE_2017,78,0,0,14,28,31
ABMI-1496-NW_2017,78,0,0,14,28,31
ABMI-1496-SE_2017,78,0,0,14,28,31
ABMI-1496-SW_2017,28,0,0,0,0,0
ABMI-1497-NE_2018,78,0,0,0,15,31
ABMI-1497-SW_2018,78,0,0,0,15,31
ABMI-1498-NE_2018,78,0,0,19,28,31
ABMI-1498-SW_2018,78,0,0,19,28,31
ABMI-1499-NE_2018,78,0,0,7,28,31
ABMI-1499-SW_2018,20,0,0,7,28,31
ABMI-14-NE_2015,78,0,0,0,0,19
ABMI-14-NW_2015,78,0,0,0,0,19
ABMI-14-SE_2015,78,0,0,0,0,19
ABMI-14-SW_2015,78,0,0,0,0,19
ABMI-1500-NE_2016,78,0,0,0,12,31
ABMI-1500-NW_2016,78,0,0,0,11,31
ABMI-1500-SE_2016,78,0,0,0,13,31
ABMI-1500-SW_2016,78,0,0,0,12,31
ABMI-1501-NE_2016,78,0,0,0,12,31
ABMI-1501-SE_2016,64,0,0,0,12,31
ABMI-1502-NE_2016,23,0,0,0,15,31
ABMI-1502-NW_2016,78,0,0,0,15,31
ABMI-1502-SE_2016,78,0,0,0,15,31
ABMI-1502-SW_2016,78,0,0,0,15,31
ABMI-1506-NE_2015,78,0,0,0,0,16
ABMI-1506-NW_2015,78,0,0,0,0,16
ABMI-1506-SE_2015,78,0,0,0,0,16
ABMI-1506-SW_2015,78,0,0,0,0,16
ABMI-1510-NE_2015,78,0,0,0,0,27
ABMI-1510-NW_2015,78,0,0,0,0,27
ABMI-1510-SE_2015,78,0,0,0,0,27
ABMI-1510-SW_2015,78,0,0,0,0,27
ABMI-1511-NE_2015,78,0,0,0,0,27
ABMI-1511-NW_2015,78,0,0,0,0,27
ABMI-1511-SE_2015,78,0,0,0,0,27
ABMI-1511-SW_2015,78,0,0,0,0,27
ABMI-1512-NE_2015,78,0,0,0,0,28
ABMI-1512-NW_2015,78,0,0,0,0,28
ABMI-1512-SE_2015,78,0,0,0,0,28
ABMI-1512-SW_2015,78,0,0,0,0,28
ABMI-1513-NE_2017,78,0,0,12,28,31
ABMI-1513-NW_2017,45,0,0,12,28,31
ABMI-1513-NW-b_2017,34,0,0,0,0,0
ABMI-1513-SE_2017,78,0,0,12,28,31
ABMI-1513-SW_2017,78,0,0,12,28,31
ABMI-1514-NE_2017,78,0,0,16,28,31
ABMI-1514-NW_2017,78,0,0,16,28,31
ABMI-1514-SE_2017,78,0,0,16,28,31
ABMI-1514-SW_2017,0,0,0,0,0,0
ABMI-1515-NE_2017,75,0,0,14,28,31
ABMI-1515-NW_2017,78,0,0,14,28,31
ABMI-1515-SE_2017,78,0,0,14,28,31
ABMI-1515-SW_2017,78,0,0,14,28,31
ABMI-1516-NE_2018,78,0,0,13,28,31
ABMI-1516-SW_2018,78,0,0,13,28,31
ABMI-1517-NE_2018,78,0,0,7,28,31
ABMI-1517-SW_2018,78,0,0,7,28,31
ABMI-1519-NE_2016,78,0,0,0,13,31
ABMI-1519-NW_2016,78,0,0,0,17,31
ABMI-1519-SE_2016,78,0,0,0,13,31
ABMI-1519-SW_2016,78,0,0,0,17,31
ABMI-1520-NE_2016,78,0,0,0,14,31
ABMI-1520-NW_2016,78,0,0,0,14,31
ABMI-1520-SE_2016,78,0,0,0,14,31
ABMI-1520-SW_2016,78,0,0,0,14,31
ABMI-1521-NE_2016,78,0,0,0,16,31
ABMI-1521-NW_2016,78,0,0,0,16,31
ABMI-1521-SE_2016,78,0,0,0,15,31
ABMI-1521-SW_2016,78,0,0,0,15,31
ABMI-1525B-NE_2015,78,0,0,0,0,15
ABMI-1525B-NW_2015,78,0,0,0,0,15
ABMI-1525B-SE_2015,78,0,0,0,0,15
ABMI-1525B-SW_2015,78,0,0,0,0,15
ABMI-1526-NE_2015,78,0,0,0,0,16
ABMI-1526-NW_2015,78,0,0,0,0,16
ABMI-1526-SE_2015,78,0,0,0,0,16
ABMI-1526-SW_2015,78,0,0,0,0,16
ABMI-1529-NE_2015,78,0,0,0,0,30
ABMI-1529-NW_2015,78,0,0,0,0,30
ABMI-1529-SE_2015,78,0,0,0,0,30
ABMI-1529-SW_2015,78,0,0,0,0,30
ABMI-1530-NE_2015,78,0,0,0,0,29
ABMI-1530-NW_2015,78,0,0,0,0,29
ABMI-1530-SE_2015,78,0,0,0,0,29
ABMI-1530-SW_2015,78,0,0,0,0,29
ABMI-1531-NE_2015,78,0,0,0,0,28
ABMI-1531-NW_2015,78,0,0,0,0,28
ABMI-1531-SE_2015,78,0,0,0,0,28
ABMI-1531-SW_2015,78,0,0,0,0,28
ABMI-1532-NE_2017,78,0,0,13,28,31
ABMI-1532-NW_2017,78,0,0,13,28,31
ABMI-1532-SE_2017,78,0,0,13,28,31
ABMI-1532-SW_2017,78,0,0,13,28,31
ABMI-1533-NE_2017,78,0,0,15,28,31
ABMI-1533-NW_2017,78,0,0,15,28,31
ABMI-1533-SE_2017,78,0,0,15,28,31
ABMI-1533-SW_2017,78,0,0,15,28,31
ABMI-1534-NE_2017,78,0,0,15,28,31
ABMI-1534-NW_2017,78,0,0,15,28,31
ABMI-1534-SE_2017,78,0,0,15,28,31
ABMI-1534-SW_2017,78,0,0,15,28,31
ABMI-1535-NE_2018,78,0,0,13,28,31
ABMI-1535-SW_2018,78,0,0,13,28,31
ABMI-1536-NE_2018,78,0,0,0,15,31
ABMI-1536-SW_2018,78,0,0,0,15,31
ABMI-1537-NE_2018,78,0,0,16,28,31
ABMI-1537-SW_2018,78,0,0,16,28,31
ABMI-1538-NE_2016,78,0,0,0,13,31
ABMI-1538-NW_2016,0,0,0,0,13,10
ABMI-1538-SE_2016,78,0,0,0,13,31
ABMI-1538-SW_2016,72,0,0,0,13,31
ABMI-1539-NE_2016,78,0,0,0,14,31
ABMI-1539-NW_2016,78,0,0,0,14,31
ABMI-1539-SE_2016,78,0,0,0,14,31
ABMI-1539-SW_2016,78,0,0,0,14,31
ABMI-1540-NE_2016,78,0,0,0,16,31
ABMI-1540-NW_2016,78,0,0,0,16,31
ABMI-1540-SE_2016,78,0,0,0,17,31
ABMI-1540-SW_2016,78,0,0,0,16,31
ABMI-1544-NE_2015,78,0,0,0,0,15
ABMI-1544-NW_2015,78,0,0,0,0,13
ABMI-1544-SE_2015,65,0,0,0,0,13
ABMI-1544-SW_2015,78,0,0,0,0,15
ABMI-1545-NE_2015,78,0,0,0,0,14
ABMI-1545-NW_2015,78,0,0,0,0,14
ABMI-1545-SE_2015,78,0,0,0,0,14
ABMI-1545-SW_2015,78,0,0,0,0,14
ABMI-1546-NE_2017,0,0,7,0,0,0
ABMI-1546-NW_2017,78,0,19,31,28,31
ABMI-1546-SE_2017,78,0,19,31,28,31
ABMI-1546-SW_2017,78,0,19,31,28,31
ABMI-1547-NW_2018,78,0,0,0,0,29
ABMI-1547-SW_2018,78,0,0,0,0,29
ABMI-154-NE_2017,78,0,0,0,25,31
ABMI-154-NW_2017,78,0,0,0,25,31
ABMI-154-SE_2017,78,0,0,0,25,31
ABMI-154-SW_2017,78,0,0,0,25,31
ABMI-1550-NE_2016,78,0,0,0,8,31
ABMI-1550-NW_2016,78,0,0,0,8,31
ABMI-1550-SE_2016,78,0,0,0,8,31
ABMI-1550-SW_2016,78,0,0,0,8,31
ABMI-1551-NE_2016,78,0,0,0,9,31
ABMI-1551-NW_2016,78,0,0,0,9,31
ABMI-1551-SE_2016,78,0,0,0,9,31
ABMI-1551-SW_2016,78,0,0,0,9,31
ABMI-1552-NE_2016,78,0,0,0,8,31
ABMI-1552-NW_2016,0,0,0,0,8,5
ABMI-1552-SE_2016,78,0,0,0,8,31
ABMI-1552-SW_2016,78,0,0,0,8,31
ABMI-1556-NE_2015,47,0,0,0,13,31
ABMI-1556-NW_2015,78,0,0,0,13,31
ABMI-1556-SE_2015,78,0,0,0,13,31
ABMI-1556-SW_2015,78,0,0,0,13,31
